Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
3,10,1,2,4,19,1,0,9,3,63,22,0,328,1,1.58,14.43,175.0,11,0.19,25.0,36,3.33,0,0,oil_change_needed
7,14,0,3,3,18,1,0,0,1,58,24,0,390,2,2.14,13.94,142.0,8,0.13,-8.0,43,2.0,0,0,oil_change_needed
6,13,0,1,3,14,3,0,16,6,51,47,4,182,2,4.15,14.73,144.9,8,0.07,-5.099999999999994,37,2.17,0,0,normal
7,10,0,1,0,18,1,0,6,2,39,54,0,327,2,1.21,14.88,161.9,5,0.11,11.900000000000006,37,1.43,0,0,normal
5,11,1,2,1,20,3,0,7,2,61,79,0,293,1,2.88,14.29,155.7,3,0.08,5.699999999999989,42,2.2,0,0,normal
4,10,0,0,3,23,1,0,4,5,32,88,0,416,2,2.6,15.48,158.0,8,0.11,8.0,38,2.5,0,0,normal
7,12,1,4,2,24,1,0,15,1,57,80,0,460,3,1.69,16.35,167.9,6,0.13,17.900000000000006,49,1.71,0,0,oil_change_needed
7,4,0,0,2,25,2,1,19,4,48,56,1,212,2,3.34,13.05,160.6,2,0.07,10.599999999999994,38,0.57,1,0,water_contamination
5,11,0,3,0,15,1,0,16,4,30,55,0,239,2,0.59,14.62,143.8,6,0.16,-6.199999999999989,35,2.2,0,1,oil_change_needed
7,9,0,0,1,17,3,0,60,1,37,43,1,280,3,-0.85,15.62,134.5,3,0.17,-15.5,36,1.29,0,0,water_contamination
8,10,1,1,1,20,5,0,7,3,64,16,1,260,3,4.07,15.91,147.0,12,0.12,-3.0,45,1.25,0,0,oil_change_needed
3,12,1,1,2,22,1,0,15,4,56,44,1,191,0,0.98,13.33,162.8,4,0.08,12.800000000000011,40,4.0,0,0,oil_change_needed
3,10,0,1,0,25,2,0,18,0,44,19,1,390,2,1.58,13.96,138.8,13,0.13,-11.199999999999989,41,3.33,0,0,oil_change_needed
5,17,1,2,1,26,1,0,12,1,46,59,1,443,2,1.59,14.04,160.8,11,-0.03,10.800000000000011,52,3.4,0,0,normal
5,8,0,2,2,20,3,1,11,1,48,92,2,344,4,2.12,16.85,160.9,13,0.16,10.900000000000006,38,1.6,0,0,normal
4,7,1,3,2,25,2,1,16,1,55,66,2,175,0,1.79,13.48,154.0,11,0.18,4.0,42,1.75,0,0,normal
5,5,1,0,3,17,1,0,14,4,69,52,1,304,1,3.0,14.23,157.3,6,0.07,7.300000000000011,29,1.0,1,0,water_contamination
7,10,0,0,2,22,2,0,5,3,43,75,0,375,4,1.19,15.23,154.9,3,0.18,4.900000000000006,41,1.43,0,0,normal
6,14,0,0,1,22,5,0,13,4,66,91,3,489,3,0.42,15.42,158.3,8,0.03,8.300000000000011,47,2.33,0,0,oil_change_needed
8,16,0,3,2,30,1,0,5,5,51,62,1,251,1,0.89,15.85,158.4,13,0.08,8.400000000000006,58,2.0,0,0,oil_change_needed
6,13,0,0,2,20,1,1,3,1,30,97,1,198,2,2.78,12.7,150.2,11,0.08,0.1999999999999886,40,2.17,0,0,normal
9,10,0,0,1,18,2,0,6,3,43,28,1,178,1,1.8,11.96,153.6,3,0.17,3.5999999999999943,39,1.11,0,0,oil_change_needed
7,7,0,0,2,22,3,0,4,6,38,54,2,122,5,1.7,17.73,148.4,10,0.12,-1.5999999999999943,39,1.0,0,0,normal
4,10,0,2,2,23,3,1,7,5,30,88,2,197,2,1.7,13.76,162.9,5,0.07,12.900000000000006,42,2.5,0,0,oil_change_needed
5,11,0,0,2,19,0,1,17,4,30,39,1,181,0,1.25,16.07,184.5,2,0.08,34.5,35,2.2,0,0,sludge_formation
2,7,0,1,1,17,3,0,18,4,30,37,2,441,3,2.8,14.49,156.1,9,0.1,6.099999999999994,30,3.5,0,0,normal
3,8,0,0,0,16,4,0,4,4,43,29,0,476,2,1.06,13.99,165.7,6,0.13,15.699999999999989,31,2.67,0,0,sludge_formation
4,12,0,2,0,29,2,0,0,4,53,20,0,192,2,0.07,11.23,170.3,12,0.12,20.30000000000001,49,3.0,0,0,sludge_formation
6,20,1,1,3,18,2,1,10,3,48,16,0,448,4,1.99,14.67,161.4,11,0.08,11.400000000000006,48,3.33,0,0,oil_change_needed
4,13,0,3,5,21,1,0,6,4,68,14,2,418,1,2.6,15.44,162.4,5,0.18,12.400000000000006,42,3.25,0,0,oil_change_needed
10,8,0,1,1,19,2,1,15,5,47,63,1,393,1,2.44,14.18,156.4,13,0.2,6.400000000000006,40,0.8,0,0,oil_change_needed
4,6,0,0,1,19,2,1,14,4,49,88,0,308,1,1.64,13.61,147.8,4,0.08,-2.1999999999999886,31,1.5,0,0,normal
3,9,1,1,1,28,1,0,18,2,51,18,1,304,3,3.2,14.51,156.2,6,0.16,6.199999999999989,43,3.0,0,0,oil_change_needed
4,9,0,0,1,22,3,0,6,3,54,63,2,188,2,2.5,15.35,160.2,13,0.16,10.199999999999989,38,2.25,0,0,normal
4,16,0,1,4,23,1,1,9,5,53,62,3,186,1,1.17,10.86,159.9,12,0.06,9.900000000000006,45,4.0,0,0,normal
5,10,1,0,4,10,4,0,0,0,35,51,1,100,3,1.88,14.05,150.7,0,0.04,0.6999999999999886,30,2.0,0,0,normal
11,8,0,1,4,21,4,0,5,3,43,31,2,253,0,2.06,14.71,132.6,3,0.16,-17.400000000000006,45,0.73,1,0,water_contamination
7,8,0,3,1,17,0,0,2,3,50,37,1,366,0,1.41,17.25,158.6,6,0.15,8.599999999999994,35,1.14,0,0,normal
13,13,0,1,0,14,3,0,17,2,45,11,0,445,3,1.43,12.42,157.7,4,0.13,7.699999999999989,44,1.0,0,0,oil_change_needed
7,8,0,2,2,17,1,0,1,2,59,36,1,102,1,0.08,13.99,152.8,12,0.13,2.800000000000012,35,1.14,0,0,oil_change_needed
5,9,0,3,1,26,2,0,1,2,45,65,1,466,1,2.77,16.3,139.9,13,0.13,-10.099999999999994,45,1.8,0,0,normal
4,9,1,0,3,22,3,1,1,1,67,47,0,497,2,0.62,12.63,155.2,8,0.08,5.199999999999989,39,2.25,0,0,oil_change_needed
9,7,0,0,1,14,1,1,19,0,49,58,5,275,0,1.56,14.66,158.5,5,0.2,8.5,31,0.78,0,0,oil_change_needed
6,9,0,2,1,17,2,0,11,6,64,59,3,391,0,0.96,12.46,165.4,8,0.17,15.400000000000006,36,1.5,0,0,sludge_formation
6,7,0,0,4,16,4,0,6,6,34,53,0,387,0,2.23,15.22,157.7,14,0.1,7.699999999999989,33,1.17,0,0,normal
7,14,0,1,2,17,1,0,6,1,32,30,0,167,2,0.47,15.53,163.4,4,0.1,13.400000000000006,40,2.0,0,0,oil_change_needed
4,6,0,1,2,24,0,0,17,4,54,39,3,402,3,1.29,14.74,155.7,12,0.08,5.699999999999989,35,1.5,1,0,water_contamination
7,9,0,0,3,20,1,1,12,3,66,91,0,435,4,2.57,11.7,158.0,10,0.02,8.0,37,1.29,0,0,normal
3,10,0,2,4,23,0,0,18,2,43,58,0,422,3,2.94,14.79,140.1,9,0.04,-9.900000000000006,38,3.33,0,0,normal
6,11,1,3,2,19,2,0,9,4,61,79,0,154,4,3.13,15.8,162.6,8,0.11,12.599999999999994,42,1.83,0,0,oil_change_needed
5,12,0,1,1,16,1,0,16,3,49,15,0,410,4,2.39,12.37,159.5,3,0.25,9.5,35,2.4,0,0,sludge_formation
3,8,0,3,3,13,1,0,15,5,41,52,1,263,3,3.73,14.33,163.7,5,0.18,13.699999999999989,28,2.67,0,0,oil_change_needed
5,8,0,1,1,11,1,0,9,4,45,83,1,248,2,2.05,17.76,146.3,14,0.11,-3.6999999999999886,26,1.6,0,0,normal
6,10,0,0,1,23,4,0,8,3,40,18,1,234,2,0.86,15.16,141.5,13,0.09,-8.5,43,1.67,0,0,oil_change_needed
13,11,1,0,3,16,1,1,11,2,66,96,1,362,3,1.98,12.48,158.1,7,0.1,8.099999999999994,42,0.85,0,0,normal
6,10,1,2,2,29,1,0,6,6,65,58,1,457,1,3.24,15.0,163.4,14,0.08,13.400000000000006,49,1.67,0,0,oil_change_needed
6,9,0,2,3,22,2,0,18,2,39,71,1,155,4,1.94,12.6,144.1,2,0.17,-5.900000000000006,41,1.5,0,1,normal
5,10,0,2,2,17,1,1,15,3,37,24,1,494,0,2.54,12.76,145.2,2,0.19,-4.800000000000011,35,2.0,0,0,oil_change_needed
3,12,0,0,1,15,2,0,18,1,65,76,0,297,3,2.36,14.94,162.7,2,0.06,12.699999999999989,32,4.0,0,0,oil_change_needed
5,7,0,2,1,19,2,0,13,2,54,33,0,424,1,0.75,14.3,150.4,2,0.04,0.4000000000000057,35,1.4,0,0,oil_change_needed
3,7,0,0,4,28,3,0,9,7,44,32,2,403,0,2.88,14.82,159.6,2,0.11,9.599999999999994,41,2.33,0,0,normal
3,11,0,1,0,23,3,1,8,9,43,88,0,490,2,0.74,15.9,166.6,2,0.06,16.599999999999994,41,3.67,0,0,sludge_formation
2,11,0,1,1,23,1,0,1,2,34,29,0,151,4,2.36,14.05,149.9,13,0.08,-0.0999999999999943,38,5.5,0,0,oil_change_needed
9,10,0,1,0,27,4,0,6,3,32,11,1,202,4,2.79,14.5,152.0,13,0.06,2.0,51,1.11,0,0,oil_change_needed
6,8,0,0,1,23,2,0,2,5,44,47,0,301,3,2.04,14.2,155.1,0,0.05,5.099999999999994,39,1.33,0,0,normal
4,11,0,1,2,15,1,1,9,4,57,93,2,432,0,2.3,13.58,158.2,13,0.09,8.199999999999989,32,2.75,0,0,normal
7,11,0,0,3,22,4,0,7,1,52,70,2,383,0,1.09,13.83,173.4,14,0.09,23.40000000000001,44,1.57,0,0,sludge_formation
2,3,0,1,2,23,2,1,14,2,64,68,1,240,2,2.19,12.83,145.2,4,0.2,-4.800000000000011,31,1.5,0,0,oil_change_needed
5,9,0,2,1,18,1,0,12,3,45,57,3,135,4,3.53,14.92,181.1,8,0.08,31.099999999999994,35,1.8,0,0,oil_change_needed
6,9,1,1,3,15,4,0,6,3,36,24,3,154,4,2.94,14.43,150.6,11,0.12,0.5999999999999943,36,1.5,0,1,oil_change_needed
8,9,1,0,3,32,3,0,7,2,67,66,2,293,0,1.01,15.25,153.3,4,0.08,3.300000000000012,53,1.12,0,0,machine_depreciation
4,13,0,1,0,18,5,1,10,1,68,47,1,413,1,3.22,12.74,146.6,4,0.05,-3.4000000000000057,41,3.25,0,0,normal
2,8,1,1,0,16,1,1,16,3,50,55,0,153,1,2.53,13.28,169.8,1,0.06,19.80000000000001,29,4.0,0,0,oil_change_needed
3,11,0,1,2,23,1,0,6,3,33,16,0,496,2,2.08,14.09,146.4,10,0.15,-3.5999999999999943,39,3.67,0,0,oil_change_needed
6,8,1,2,0,10,1,1,5,3,56,21,2,409,0,-0.57,16.3,154.9,3,0.03,4.900000000000006,28,1.33,0,0,oil_change_needed
3,8,0,1,4,22,1,1,4,2,61,24,2,140,2,3.04,13.46,141.8,4,0.1,-8.199999999999989,35,2.67,0,0,oil_change_needed
5,12,0,1,1,24,2,1,18,3,58,71,1,199,1,0.03,16.35,143.2,8,0.1,-6.800000000000011,44,2.4,0,0,oil_change_needed
5,10,0,0,3,22,1,0,13,4,31,44,1,344,1,3.12,13.52,172.0,0,0.13,22.0,38,2.0,0,0,oil_change_needed
7,6,1,1,0,16,4,0,8,3,52,59,0,378,2,1.2,12.75,168.8,10,0.12,18.80000000000001,35,0.86,0,0,sludge_formation
3,12,0,0,1,10,0,1,2,1,56,10,0,106,4,1.85,12.92,167.8,8,0.08,17.80000000000001,25,4.0,0,1,oil_change_needed
8,15,0,1,3,15,3,1,19,2,31,98,4,131,2,2.51,14.43,147.2,5,0.11,-2.800000000000012,42,1.88,0,0,normal
5,10,0,2,2,25,2,0,10,3,58,55,1,291,2,1.7,11.59,144.7,0,0.18,-5.300000000000011,44,2.0,0,0,normal
3,14,0,0,2,23,1,1,17,1,37,37,2,443,4,2.21,16.1,147.1,3,0.09,-2.9000000000000057,41,4.67,0,0,normal
6,12,0,2,2,19,2,0,8,3,56,96,0,178,1,1.47,15.3,157.7,12,0.05,7.699999999999989,41,2.0,0,0,normal
6,11,0,1,0,19,3,0,0,5,54,10,0,401,0,2.92,14.06,153.4,11,0.0,3.4000000000000057,40,1.83,0,0,oil_change_needed
8,10,0,0,6,23,1,0,9,3,44,52,1,124,1,1.59,15.83,169.2,5,0.05,19.19999999999999,42,1.25,0,0,dirt_in_oil
5,11,0,0,4,16,2,0,12,1,55,34,0,385,3,4.56,14.26,162.0,4,0.11,12.0,34,2.2,0,0,normal
1,6,0,1,1,21,5,1,5,4,58,66,2,430,1,2.01,17.37,153.7,12,0.1,3.6999999999999886,34,6.0,0,0,normal
11,8,0,0,1,21,2,0,9,3,31,75,1,264,4,2.78,15.54,169.3,11,0.17,19.30000000000001,42,0.73,0,0,oil_change_needed
3,13,1,3,2,24,1,0,1,3,43,45,3,116,0,2.25,14.98,151.9,4,0.16,1.9000000000000057,45,4.33,0,0,normal
8,11,1,1,4,30,1,0,3,5,61,27,1,153,2,0.99,13.6,156.2,3,0.16,6.199999999999989,52,1.38,0,0,oil_change_needed
8,8,0,1,3,20,2,0,5,5,62,37,1,178,1,3.14,13.75,140.4,5,0.14,-9.599999999999994,39,1.0,0,0,normal
9,12,0,1,2,19,5,1,11,2,58,38,0,436,2,0.94,15.82,138.2,14,0.05,-11.800000000000011,46,1.33,0,0,oil_change_needed
8,6,0,1,4,18,2,0,10,4,34,51,1,212,2,2.13,14.85,151.9,3,0.19,1.9000000000000057,35,0.75,0,0,oil_change_needed
8,14,0,1,6,11,3,1,7,4,69,37,0,204,4,2.64,14.28,174.1,1,0.04,24.099999999999994,37,1.75,0,0,oil_change_needed
7,7,0,0,1,35,2,1,8,4,53,53,1,327,4,1.04,14.51,136.0,1,-0.01,-14.0,51,1.0,0,0,machine_depreciation
1,9,1,0,3,19,6,0,10,5,42,75,0,477,4,2.13,14.16,158.9,6,0.1,8.900000000000006,36,9.0,0,0,normal
8,7,0,0,4,21,2,0,17,4,58,76,0,426,1,0.43,16.02,156.8,4,0.15,6.800000000000011,38,0.88,0,0,oil_change_needed
6,13,0,0,3,25,4,0,5,1,52,26,0,429,2,2.31,13.13,149.6,10,0.11,-0.4000000000000057,48,2.17,0,0,oil_change_needed
4,11,0,2,0,27,1,0,15,2,64,94,2,215,2,0.47,14.55,154.0,4,0.15,4.0,45,2.75,0,0,oil_change_needed
5,10,0,1,1,25,2,0,1,6,53,16,0,477,0,0.83,15.97,168.0,7,0.11,18.0,43,2.0,0,0,sludge_formation
3,13,0,2,5,16,4,0,2,4,66,92,2,118,4,3.49,12.63,146.7,3,0.1,-3.300000000000012,38,4.33,0,0,normal
6,13,0,3,1,26,1,0,13,5,32,97,0,178,0,3.15,13.01,130.6,13,0.15,-19.40000000000001,49,2.17,0,0,normal
8,5,0,0,5,16,1,0,8,5,30,94,3,420,2,2.11,15.54,148.7,13,0.09,-1.3000000000000114,30,0.62,0,0,normal
7,12,0,2,3,22,1,0,18,3,59,68,1,238,0,1.39,14.9,155.1,6,0.09,5.099999999999994,44,1.71,0,0,normal
4,9,0,1,2,13,2,0,19,4,31,38,4,143,3,1.67,14.66,137.2,4,0.08,-12.800000000000011,29,2.25,0,0,normal
5,14,0,2,0,20,3,0,0,3,61,15,1,350,2,1.5,15.33,167.7,11,0.16,17.69999999999999,44,2.8,0,0,oil_change_needed
9,13,0,0,1,20,3,0,14,4,65,28,1,291,1,1.42,15.21,148.9,6,0.14,-1.0999999999999943,45,1.44,0,0,oil_change_needed
9,9,0,1,4,20,0,0,14,2,68,72,1,234,0,2.21,14.85,149.8,6,0.17,-0.1999999999999886,39,1.0,0,0,normal
7,4,0,1,1,20,2,0,1,3,61,68,3,103,0,0.85,14.54,159.7,2,0.06,9.699999999999989,34,0.57,0,0,oil_change_needed
5,9,0,1,1,24,2,0,19,0,40,45,1,151,1,2.09,14.25,144.3,9,0.1,-5.699999999999989,41,1.8,0,0,normal
1,11,0,4,1,16,0,0,12,3,56,26,1,172,3,0.19,15.41,149.4,9,0.15,-0.5999999999999943,32,11.0,0,0,oil_change_needed
4,10,0,0,3,17,2,1,0,4,55,53,2,288,2,1.76,15.06,144.9,14,0.06,-5.099999999999994,33,2.5,1,0,water_contamination
3,10,0,1,1,23,2,0,8,1,43,29,4,458,1,2.89,11.98,164.4,1,0.1,14.400000000000006,39,3.33,0,0,oil_change_needed
7,10,0,0,4,17,2,0,4,9,32,21,1,105,4,1.64,14.31,151.1,10,0.08,1.0999999999999943,36,1.43,0,0,oil_change_needed
5,5,1,2,3,19,3,1,8,3,52,84,0,437,5,2.01,14.32,156.3,7,0.11,6.300000000000011,35,1.0,0,0,normal
8,10,0,1,3,22,4,0,18,3,35,79,0,272,1,2.33,16.57,160.0,5,0.09,10.0,45,1.25,0,0,normal
2,6,0,1,2,12,3,0,9,4,33,38,2,275,1,2.05,15.11,135.6,4,0.15,-14.400000000000006,24,3.0,0,0,normal
2,15,0,1,0,23,1,0,8,5,68,64,0,182,2,1.14,15.74,152.9,11,0.04,2.9000000000000057,42,7.5,0,0,normal
7,10,0,0,0,18,3,0,11,5,34,99,0,494,0,2.03,14.77,160.9,6,0.11,10.900000000000006,38,1.43,0,0,normal
2,10,0,0,2,20,2,0,19,4,48,69,2,186,1,2.73,17.57,159.6,3,0.14,9.599999999999994,34,5.0,0,0,normal
3,6,0,1,2,29,0,1,15,2,55,74,0,283,1,3.2,13.69,152.0,3,0.04,2.0,39,2.0,0,0,normal
2,19,0,1,1,19,2,0,0,5,35,18,0,333,8,2.79,15.18,167.5,13,0.11,17.5,43,9.5,0,0,oil_change_needed
4,8,0,1,2,14,3,0,13,3,38,11,2,226,3,2.67,13.89,151.5,7,0.13,1.5,30,2.0,0,0,oil_change_needed
5,9,0,0,2,17,0,0,13,2,62,85,2,179,0,0.93,14.74,160.0,10,0.1,10.0,31,1.8,0,0,oil_change_needed
4,11,0,1,1,25,3,0,19,2,50,76,1,325,1,1.66,14.25,148.5,10,0.02,-1.5,44,2.75,1,0,water_contamination
4,7,0,1,2,21,1,0,2,4,43,50,0,302,5,2.04,16.42,153.3,1,0.17,3.300000000000012,34,1.75,0,0,normal
6,7,1,2,2,20,0,0,14,2,32,79,2,128,0,2.91,13.59,167.7,11,0.11,17.69999999999999,36,1.17,0,0,oil_change_needed
6,13,0,3,0,23,2,1,18,1,50,57,0,487,2,1.58,16.21,144.3,6,0.09,-5.699999999999989,47,2.17,0,0,normal
2,7,0,1,1,36,0,0,14,2,41,80,2,203,2,2.45,13.52,141.9,9,0.11,-8.099999999999994,46,3.5,0,0,machine_depreciation
6,14,0,2,2,19,1,0,19,4,54,63,0,106,0,1.88,14.64,155.0,11,0.13,5.0,42,2.33,0,0,normal
3,3,0,2,1,14,1,0,19,2,48,22,2,189,1,2.09,12.28,151.4,4,0.09,1.4000000000000057,23,1.0,0,0,oil_change_needed
6,10,1,3,3,19,2,1,19,6,58,63,0,136,3,1.76,18.08,149.6,12,0.17,-0.4000000000000057,41,1.67,0,0,normal
6,9,0,0,2,16,2,0,60,2,52,25,1,318,3,1.93,14.3,138.7,2,0.09,-11.300000000000011,33,1.5,0,0,water_contamination
7,15,1,0,1,16,2,0,19,4,42,32,1,307,4,2.55,12.99,166.9,11,0.03,16.900000000000006,41,2.14,0,0,oil_change_needed
8,10,0,0,3,23,2,0,12,1,33,16,1,150,2,3.6,13.89,164.5,0,0.15,14.5,43,1.25,0,0,oil_change_needed
2,9,0,2,0,25,2,0,1,5,47,23,1,470,3,2.23,15.32,160.6,4,0.09,10.599999999999994,40,4.5,0,0,oil_change_needed
5,7,0,1,2,22,2,1,2,5,54,36,2,247,2,3.93,13.88,153.6,13,0.16,3.5999999999999943,37,1.4,0,0,normal
8,12,0,0,2,24,1,0,0,5,39,47,2,276,0,3.31,13.65,161.9,14,0.03,11.900000000000006,45,1.5,0,0,normal
2,10,0,2,1,18,2,0,12,3,33,93,1,395,0,2.34,17.41,140.4,5,0.12,-9.599999999999994,34,5.0,0,0,normal
10,1,0,1,0,17,2,0,10,2,68,44,0,215,3,1.35,15.7,162.5,12,0.15,12.5,31,0.1,0,0,oil_change_needed
6,9,1,1,3,20,4,1,0,3,43,56,0,384,1,0.7,12.41,139.0,14,0.08,-11.0,41,1.5,0,0,oil_change_needed
6,9,1,0,2,18,3,0,7,3,68,68,2,280,1,2.19,15.2,166.9,5,0.11,16.900000000000006,37,1.5,0,0,oil_change_needed
3,8,0,0,4,15,1,0,5,3,30,72,1,467,2,1.4,14.34,159.0,6,0.15,9.0,27,2.67,0,0,normal
6,11,0,0,3,18,1,0,5,4,36,28,1,265,3,2.37,14.55,155.4,0,0.22,5.400000000000006,36,1.83,0,0,sludge_formation
3,12,0,1,0,20,2,0,13,4,50,67,0,426,2,3.24,13.74,156.1,4,0.04,6.099999999999994,38,4.0,0,0,normal
5,5,0,1,1,25,3,0,7,4,56,50,1,263,1,1.27,11.91,153.8,2,0.07,3.8000000000000114,39,1.0,0,0,normal
7,12,1,2,3,20,3,0,15,5,38,78,1,258,2,2.19,11.81,155.5,7,0.17,5.5,45,1.71,0,0,normal
4,11,0,3,4,25,3,0,19,5,44,88,3,406,1,2.27,14.9,134.9,11,0.12,-15.099999999999994,46,2.75,0,0,normal
4,15,0,0,1,14,2,0,13,4,65,98,2,492,1,1.47,17.54,152.6,11,0.15,2.5999999999999943,35,3.75,0,0,normal
3,10,0,0,2,18,2,0,5,2,39,59,0,105,2,1.95,13.55,173.9,9,0.03,23.90000000000001,33,3.33,0,0,oil_change_needed
3,13,1,1,2,20,0,0,9,6,40,26,0,437,2,3.28,15.72,178.6,12,0.14,28.599999999999994,38,4.33,0,0,oil_change_needed
5,11,0,0,1,23,1,1,17,4,56,35,0,163,2,1.64,18.79,152.5,8,0.13,2.5,40,2.2,0,0,normal
3,11,0,0,3,29,0,0,9,1,41,73,2,334,2,0.24,16.62,170.4,3,0.08,20.40000000000001,43,3.67,0,0,sludge_formation
6,8,0,0,1,24,2,0,7,1,58,83,1,241,2,1.63,14.13,147.7,13,0.04,-2.300000000000012,40,1.33,0,0,normal
4,12,0,1,3,21,5,0,16,4,41,86,1,401,2,1.35,14.59,160.4,11,0.06,10.400000000000006,43,3.0,0,0,normal
8,7,0,1,2,19,1,0,16,3,54,44,0,295,4,3.08,12.66,149.3,12,0.09,-0.6999999999999886,36,0.88,0,0,normal
5,12,0,1,2,22,2,0,4,3,67,29,1,415,4,1.09,14.02,164.1,8,0.17,14.099999999999994,42,2.4,0,0,oil_change_needed
1,10,0,0,2,24,2,1,14,3,30,44,0,458,1,0.33,10.8,167.9,3,0.14,17.900000000000006,37,10.0,1,0,water_contamination
4,8,0,2,1,16,0,1,17,3,32,84,2,160,3,0.57,13.9,154.4,8,0.11,4.400000000000006,30,2.0,0,0,oil_change_needed
6,11,0,0,1,17,1,0,16,3,65,16,1,215,3,2.47,16.35,170.6,14,0.13,20.599999999999994,35,1.83,0,0,oil_change_needed
3,12,1,0,1,22,3,1,4,5,48,90,3,362,3,0.12,15.94,165.1,9,0.09,15.099999999999994,41,4.0,0,0,sludge_formation
4,12,1,1,2,18,3,0,8,0,52,43,1,482,4,1.82,14.11,165.2,10,0.13,15.199999999999989,39,3.0,0,0,oil_change_needed
7,6,0,2,1,16,4,0,0,4,43,13,1,441,1,1.42,13.82,148.9,3,0.12,-1.0999999999999943,35,0.86,0,0,oil_change_needed
5,10,0,0,4,19,1,1,1,0,40,34,2,232,6,4.39,15.23,153.5,4,0.09,3.5,35,2.0,0,0,normal
4,8,1,0,1,19,1,1,6,2,58,93,0,430,4,1.24,14.95,150.3,14,0.13,0.3000000000000113,33,2.0,0,0,normal
5,13,1,0,1,18,2,1,5,2,56,14,0,381,2,3.27,13.69,157.5,12,0.0,7.5,39,2.6,0,0,oil_change_needed
6,14,0,1,3,21,1,0,0,3,69,34,1,395,4,1.28,14.21,157.6,5,0.04,7.599999999999994,43,2.33,0,0,normal
4,10,0,0,1,18,1,0,13,1,51,55,1,498,0,3.18,14.76,152.5,3,0.14,2.5,33,2.5,0,0,normal
1,8,0,1,2,15,2,0,11,5,30,73,0,116,3,1.71,15.57,176.5,11,0.17,26.5,27,8.0,0,0,oil_change_needed
4,15,0,2,2,23,3,0,0,2,58,85,3,226,3,2.58,11.91,145.4,4,0.19,-4.599999999999994,47,3.75,0,0,oil_change_needed
6,11,0,0,1,20,4,0,16,6,55,85,0,212,1,2.67,16.07,155.5,6,0.07,5.5,41,1.83,0,0,normal
9,14,1,1,3,25,2,0,6,7,57,15,0,437,3,2.55,14.81,161.2,13,0.11,11.199999999999989,52,1.56,0,0,oil_change_needed
2,9,0,2,1,19,2,1,0,2,49,19,2,192,2,1.88,14.46,150.8,6,0.12,0.8000000000000114,34,4.5,0,0,oil_change_needed
6,6,0,0,4,17,4,0,16,5,33,24,1,427,0,0.5,11.03,171.7,8,0.12,21.69999999999999,33,1.0,0,0,sludge_formation
12,10,1,0,1,14,1,1,12,4,45,39,2,342,1,1.43,15.41,143.4,2,0.11,-6.599999999999994,38,0.83,0,0,normal
6,8,0,1,3,23,0,0,6,5,49,22,0,171,3,1.1,15.58,161.1,11,0.12,11.099999999999994,38,1.33,0,0,oil_change_needed
5,13,0,1,1,26,2,0,13,2,31,24,0,480,2,1.72,11.54,160.7,6,0.14,10.699999999999989,47,2.6,0,0,oil_change_needed
2,15,0,0,5,21,2,0,14,2,58,12,0,338,1,1.43,14.31,139.8,9,0.08,-10.199999999999989,40,7.5,0,0,oil_change_needed
6,9,1,1,2,20,0,0,16,7,67,14,0,249,1,0.67,14.29,156.7,2,0.04,6.699999999999989,37,1.5,1,0,water_contamination
6,7,0,1,1,19,1,1,15,1,61,39,0,221,1,2.83,17.32,157.7,6,0.19,7.699999999999989,34,1.17,0,0,oil_change_needed
5,13,0,2,2,22,0,0,0,3,56,51,1,478,3,2.19,15.04,170.1,0,0.17,20.099999999999994,42,2.6,0,0,oil_change_needed
5,5,0,0,1,20,1,0,7,2,32,23,1,461,4,1.94,18.05,173.3,4,0.18,23.30000000000001,31,1.0,0,0,oil_change_needed
2,13,0,0,3,11,2,0,14,4,68,76,2,399,1,1.57,14.45,136.1,3,0.08,-13.900000000000006,28,6.5,0,0,normal
3,11,1,1,4,14,0,0,18,2,44,33,0,318,6,2.79,15.52,179.2,3,0.09,29.19999999999999,30,3.67,0,0,oil_change_needed
4,10,1,0,2,24,1,0,9,1,49,54,0,390,2,1.29,12.35,173.7,3,0.11,23.69999999999999,40,2.5,0,0,sludge_formation
2,5,0,0,2,17,1,0,4,1,31,76,3,453,1,1.87,13.81,155.9,11,0.1,5.900000000000006,25,2.5,0,0,normal
8,6,0,2,4,18,1,0,9,3,37,14,0,425,5,2.25,14.63,170.1,14,0.17,20.099999999999994,35,0.75,0,0,oil_change_needed
4,7,1,1,1,30,1,1,6,1,46,46,0,394,2,2.95,11.05,163.8,7,0.05,13.800000000000011,44,1.75,0,0,oil_change_needed
6,12,0,0,3,28,5,1,19,4,45,56,0,367,1,2.43,15.9,156.8,9,0.08,6.800000000000011,51,2.0,0,0,normal
9,9,0,0,0,16,2,0,1,0,38,29,2,182,3,2.81,14.51,123.8,3,0.17,-26.200000000000003,36,1.0,0,0,oil_change_needed
6,12,0,1,0,29,0,0,13,2,43,85,2,190,2,1.9,16.15,146.5,9,0.13,-3.5,48,2.0,0,0,normal
8,6,0,4,2,20,2,0,5,3,44,80,3,144,4,2.75,14.79,151.7,5,0.01,1.6999999999999886,40,0.75,0,0,normal
6,11,0,0,1,21,4,0,18,3,66,43,0,155,0,3.35,13.68,151.2,11,0.08,1.1999999999999886,42,1.83,0,0,normal
